,0
1664,MAR03254
1665,MAR02578
1666,MAR06986
1667,MAR09874
1668,MAR01319
1669,MAR01178
1670,MAR04024
1671,MAR05329
1672,MAR01681
1673,MAR05828
1674,MAR02138
1675,MAR02252
1676,MAR03980
1677,MAR02554
1678,MAR05150
1679,MAR01191
1680,MAR04054
1681,MAR08474
1682,MAR05910
1683,MAR00230
1684,MAR05884
1685,MAR10095
1686,MAR04224
1687,MAR03021
1688,MAR02710
1689,MAR04089
1690,MAR02002
1691,MAR00529
1692,MAR01440
1693,MAR00747
1694,MAR00254
1695,MAR02205
1696,MAR04804
1697,MAR03817
1698,MAR01062
1699,MAR03275
1700,MAR05331
1701,MAR04404
1702,MAR01505
1703,MAR05830
1704,MAR00602
1705,MAR11260
1706,MAR04231
1707,MAR07480
1708,MAR07475
1709,MAR06545
1710,MAR02114
1711,MAR01958
1712,MAR05868
1713,MAR00682
1714,MAR08032
1715,MAR00262
1716,MAR05887
1717,MAR00996
1718,MAR01019
1719,MAR02023
1720,MAR00376
1721,MAR11704
1722,MAR04331
1723,MAR07972
1724,MAR00393
1725,MAR02052
1726,MAR06858
1727,MAR12243
1728,MAR05852
1729,MAR05689
1730,MAR05405
1731,MAR02661
1732,MAR08925
1733,MAR04196
1734,MAR10082
1735,MAR07359
1736,MAR02770
1737,MAR02441
1738,MAR02182
1739,MAR05965
1740,MAR04593
1741,MAR04910
1742,MAR02707
1743,MAR01960
1744,MAR02179
1745,MAR00744
1746,MAR11738
1747,MAR06352
1748,MAR05082
1749,MAR02583
1750,MAR07958
1751,MAR05270
1752,MAR04648
1753,MAR01768
1754,MAR00389
1755,MAR02651
1756,MAR08693
1757,MAR03214
1758,MAR02670
1759,MAR04696
1760,MAR00767
1761,MAR04028
1762,MAR01765
1763,MAR04372
1764,MAR01883
1765,MAR05734
1766,MAR05298
1767,MAR03423
1768,MAR03676
1769,MAR02234
1770,MAR02375
1771,MAR06053
1772,MAR02132
1773,MAR07349
1774,MAR02172
1775,MAR04771
1776,MAR05818
1777,MAR11720
1778,MAR00168
1779,MAR04396
1780,MAR03362
1781,MAR01776
1782,MAR09992
1783,MAR08255
1784,MAR03720
1785,MAR06547
1786,MAR00333
1787,MAR10176
1788,MAR05827
1789,MAR01317
1790,MAR09908
1791,MAR01216
1792,MAR05268
1793,MAR06341
1794,MAR04135
1795,MAR02173
1796,MAR08670
1797,MAR04509
1798,MAR09892
1799,MAR01483
1800,MAR01033
1801,MAR04201
1802,MAR05373
1803,MAR00404
1804,MAR07816
1805,MAR06494
1806,MAR05793
1807,MAR07162
1808,MAR02509
1809,MAR05760
1810,MAR04350
1811,MAR05029
1812,MAR01235
1813,MAR02165
1814,MAR01002
1815,MAR03456
1816,MAR07336
1817,MAR00945
1818,MAR05933
1819,MAR11552
1820,MAR00922
1821,MAR02125
1822,MAR04130
1823,MAR04163
1824,MAR05372
1825,MAR06786
1826,MAR01993
1827,MAR04974
1828,MAR11266
1829,MAR06391
1830,MAR07843
1831,MAR01025
1832,MAR00649
1833,MAR01014
1834,MAR01562
1835,MAR08349
1836,MAR01892
1837,MAR03774
1838,MAR05872
1839,MAR05822
1840,MAR01528
1841,MAR06347
1842,MAR04707
1843,MAR03212
1844,MAR03815
1845,MAR02305
1846,MAR02359
1847,MAR11619
1848,MAR00346
1849,MAR08499
1850,MAR06566
1851,MAR01982
1852,MAR04728
1853,MAR05626
1854,MAR07774
1855,MAR08437
1856,MAR05439
1857,MAR04781
1858,MAR02044
1859,MAR03982
1860,MAR06487
1861,MAR08487
1862,MAR07012
1863,MAR03107
1864,MAR02389
1865,MAR01126
1866,MAR01195
1867,MAR03635
1868,MAR00367
1869,MAR03283
1870,MAR03968
1871,MAR04194
1872,MAR05444
1873,MAR05670
1874,MAR01585
1875,MAR04601
1876,MAR00303
1877,MAR06680
1878,MAR06020
1879,MAR07355
1880,MAR05047
1881,MAR03733
1882,MAR00489
1883,MAR07370
1884,MAR00995
1885,MAR09627
1886,MAR00368
1887,MAR11616
1888,MAR05612
1889,MAR04174
1890,MAR06548
1891,MAR06024
1892,MAR07684
1893,MAR00106
1894,MAR02679
1895,MAR01082
1896,MAR07862
1897,MAR05717
1898,MAR08429
1899,MAR02184
1900,MAR00636
1901,MAR04388
1902,MAR02053
1903,MAR10125
1904,MAR03509
1905,MAR03455
1906,MAR07814
1907,MAR04912
1908,MAR00435
1909,MAR11381
1910,MAR10448
1911,MAR08803
1912,MAR02191
1913,MAR08346
1914,MAR03956
1915,MAR08173
1916,MAR03795
1917,MAR02676
1918,MAR11310
1919,MAR04852
1920,MAR11857
1921,MAR01366
1922,MAR03629
1923,MAR05271
1924,MAR09953
1925,MAR02187
1926,MAR09590
1927,MAR07259
1928,MAR06242
1929,MAR11627
1930,MAR04773
1931,MAR06409
1932,MAR04083
1933,MAR03502
1934,MAR04900
1935,MAR00323
1936,MAR05681
1937,MAR03204
1938,MAR08503
1939,MAR04450
1940,MAR02216
1941,MAR09886
1942,MAR01970
1943,MAR02397
1944,MAR01236
1945,MAR02265
1946,MAR11534
1947,MAR00339
1948,MAR05771
1949,MAR00562
1950,MAR07347
1951,MAR00520
1952,MAR02895
1953,MAR03959
1954,MAR05133
1955,MAR05721
1956,MAR00589
1957,MAR00047
1958,MAR01682
1959,MAR07345
1960,MAR02390
1961,MAR05753
1962,MAR06586
1963,MAR06057
1964,MAR05474
1965,MAR05188
1966,MAR01246
1967,MAR08727
1968,MAR03905
1969,MAR03507
1970,MAR07368
1971,MAR02977
1972,MAR03907
1973,MAR12260
1974,MAR03527
1975,MAR02048
1976,MAR05140
1977,MAR00306
1978,MAR11462
1979,MAR00348
1980,MAR11239
1981,MAR05650
1982,MAR07772
1983,MAR08773
1984,MAR08216
1985,MAR06729
1986,MAR01973
1987,MAR09885
1988,MAR01227
1989,MAR04785
1990,MAR03920
1991,MAR08373
1992,MAR02042
1993,MAR03097
1994,MAR06789
1995,MAR12268
1996,MAR02697
1997,MAR06999
1998,MAR04425
1999,MAR00597
2000,MAR05362
2001,MAR01389
2002,MAR03211
2003,MAR08634
2004,MAR03220
2005,MAR06981
2006,MAR10020
2007,MAR08099
2008,MAR05618
2009,MAR01298
2010,MAR01226
2011,MAR05607
2012,MAR06151
2013,MAR00918
2014,MAR06374
2015,MAR09937
2016,MAR01911
2017,MAR04020
2018,MAR01325
2019,MAR05000
2020,MAR07255
2021,MAR01151
2022,MAR09486
2023,MAR07891
2024,MAR02095
2025,MAR11243
2026,MAR00982
2027,MAR04048
2028,MAR04799
2029,MAR07578
2030,MAR11793
2031,MAR00419
2032,MAR03190
2033,MAR06051
2034,MAR03197
2035,MAR00509
2036,MAR11499
2037,MAR06597
2038,MAR08982
2039,MAR01143
2040,MAR00911
2041,MAR09950
2042,MAR01775
2043,MAR08826
2044,MAR04177
2045,MAR05682
2046,MAR05703
2047,MAR12145
2048,MAR06665
2049,MAR05839
2050,MAR02115
2051,MAR02296
2052,MAR02654
2053,MAR07910
2054,MAR03725
2055,MAR11539
2056,MAR00201
2057,MAR05043
2058,MAR05182
2059,MAR05838
2060,MAR00736
2061,MAR04796
2062,MAR05307
2063,MAR07864
2064,MAR08187
2065,MAR03206
2066,MAR01671
2067,MAR06470
2068,MAR00329
2069,MAR07771
2070,MAR00449
2071,MAR05739
2072,MAR01549
2073,MAR00279
2074,MAR04996
2075,MAR00931
2076,MAR05738
2077,MAR04705
2078,MAR06284
2079,MAR01005
2080,MAR02942
2081,MAR05019
2082,MAR05772
2083,MAR02424
2084,MAR07912
2085,MAR00285
2086,MAR01501
2087,MAR04745
2088,MAR01484
2089,MAR07828
2090,MAR04701
2091,MAR02009
2092,MAR06549
2093,MAR00459
2094,MAR06919
2095,MAR09872
2096,MAR00432
2097,MAR02395
2098,MAR04323
2099,MAR00709
2100,MAR02206
2101,MAR04185
2102,MAR04604
2103,MAR07785
2104,MAR00347
2105,MAR01704
2106,MAR04168
2107,MAR06938
2108,MAR06599
2109,MAR05313
2110,MAR04646
2111,MAR08074
2112,MAR05883
2113,MAR03413
2114,MAR04578
2115,MAR01491
2116,MAR04446
2117,MAR07008
2118,MAR06861
2119,MAR11613
2120,MAR05628
2121,MAR00758
2122,MAR04007
2123,MAR11380
2124,MAR03168
2125,MAR04367
2126,MAR06436
2127,MAR04373
2128,MAR02436
2129,MAR09954
2130,MAR00015
2131,MAR03182
2132,MAR04391
2133,MAR12299
2134,MAR02383
2135,MAR11716
2136,MAR01183
2137,MAR06469
2138,MAR11513
2139,MAR04232
2140,MAR05776
2141,MAR03531
2142,MAR02562
2143,MAR03975
2144,MAR05034
2145,MAR09494
2146,MAR02951
2147,MAR03960
2148,MAR11622
2149,MAR00824
2150,MAR10171
2151,MAR05756
2152,MAR04673
2153,MAR07005
2154,MAR04561
2155,MAR00433
2156,MAR03881
2157,MAR00206
2158,MAR00057
2159,MAR00146
2160,MAR07793
2161,MAR00362
2162,MAR04780
2163,MAR02947
2164,MAR08628
2165,MAR04127
2166,MAR08691
2167,MAR11608
2168,MAR02154
2169,MAR03674
2170,MAR06561
2171,MAR01838
2172,MAR00522
2173,MAR07667
2174,MAR00318
2175,MAR00272
2176,MAR07105
2177,MAR02533
2178,MAR05427
2179,MAR02885
2180,MAR11621
2181,MAR06462
2182,MAR02668
2183,MAR04922
2184,MAR02245
2185,MAR00916
2186,MAR05788
2187,MAR05437
2188,MAR00287
2189,MAR00300
2190,MAR13002
2191,MAR03180
2192,MAR00974
2193,MAR07024
2194,MAR08859
2195,MAR01345
2196,MAR00970
2197,MAR02734
2198,MAR06491
2199,MAR01116
2200,MAR01161
2201,MAR01884
2202,MAR09909
2203,MAR10374
2204,MAR03669
2205,MAR06731
2206,MAR06658
2207,MAR00986
2208,MAR03372
2209,MAR01332
2210,MAR12185
2211,MAR05704
2212,MAR01092
2213,MAR01844
2214,MAR07059
2215,MAR02620
2216,MAR06275
2217,MAR10381
2218,MAR08607
2219,MAR03454
2220,MAR05356
2221,MAR08106
2222,MAR04622
2223,MAR00153
2224,MAR02421
2225,MAR01979
2226,MAR03064
2227,MAR00760
2228,MAR08939
2229,MAR01387
2230,MAR00174
2231,MAR08072
2232,MAR04885
2233,MAR03452
2234,MAR04987
2235,MAR01011
2236,MAR05066
2237,MAR05966
2238,MAR06656
2239,MAR02693
2240,MAR12176
2241,MAR03807
2242,MAR03282
2243,MAR07343
2244,MAR05457
2245,MAR01615
2246,MAR05403
2247,MAR00536
2248,MAR05333
2249,MAR03663
2250,MAR00421
2251,MAR09948
2252,MAR04915
2253,MAR03438
2254,MAR06965
2255,MAR03257
2256,MAR06732
2257,MAR01550
2258,MAR00226
2259,MAR04411
2260,MAR01487
2261,MAR02996
2262,MAR09599
2263,MAR07936
2264,MAR03957
2265,MAR05283
2266,MAR02935
2267,MAR02687
2268,MAR01546
2269,MAR06467
2270,MAR06427
2271,MAR01444
2272,MAR05742
2273,MAR11702
2274,MAR07067
2275,MAR12288
2276,MAR06382
2277,MAR00677
2278,MAR02235
2279,MAR07519
2280,MAR03628
2281,MAR05865
2282,MAR08278
2283,MAR04793
2284,MAR05629
2285,MAR07628
2286,MAR08941
2287,MAR03830
2288,MAR08974
2289,MAR03935
2290,MAR08766
2291,MAR01662
2292,MAR11397
2293,MAR08768
2294,MAR06995
2295,MAR01437
2296,MAR12295
2297,MAR00453
2298,MAR06832
2299,MAR00038
2300,MAR07053
2301,MAR03752
2302,MAR01296
2303,MAR01625
2304,MAR07973
2305,MAR00933
2306,MAR03457
2307,MAR00434
2308,MAR04428
2309,MAR05733
2310,MAR08485
2311,MAR00012
2312,MAR06661
2313,MAR00202
2314,MAR01006
2315,MAR08614
2316,MAR05177
2317,MAR00892
2318,MAR05275
2319,MAR02336
2320,MAR01436
2321,MAR02403
2322,MAR07141
2323,MAR04700
2324,MAR12172
2325,MAR08534
2326,MAR09611
2327,MAR06407
2328,MAR02566
2329,MAR02194
2330,MAR03080
2331,MAR05997
2332,MAR01024
2333,MAR08615
2334,MAR04681
2335,MAR02543
2336,MAR03115
2337,MAR00476
2338,MAR05648
2339,MAR11378
2340,MAR01788
2341,MAR02591
2342,MAR03965
2343,MAR00494
2344,MAR01150
2345,MAR05344
2346,MAR07930
2347,MAR05080
2348,MAR02699
2349,MAR08725
2350,MAR01130
2351,MAR05060
2352,MAR05056
2353,MAR06546
2354,MAR05591
2355,MAR05994
2356,MAR10018
2357,MAR06992
2358,MAR08513
2359,MAR04894
2360,MAR12238
2361,MAR02553
2362,MAR01101
2363,MAR07063
2364,MAR06682
2365,MAR04068
2366,MAR06975
2367,MAR03378
2368,MAR03691
2369,MAR03223
2370,MAR05885
2371,MAR02303
2372,MAR12281
2373,MAR00518
2374,MAR11614
2375,MAR03947
2376,MAR03713
2377,MAR04741
2378,MAR01769
2379,MAR04600
2380,MAR05269
2381,MAR07976
2382,MAR07811
2383,MAR06375
2384,MAR00381
2385,MAR11389
2386,MAR03166
2387,MAR05652
2388,MAR01265
2389,MAR11611
2390,MAR06101
2391,MAR05297
2392,MAR02990
2393,MAR00181
2394,MAR06719
2395,MAR02387
2396,MAR01545
2397,MAR05621
2398,MAR00270
2399,MAR03796
2400,MAR06638
2401,MAR07351
2402,MAR01194
2403,MAR02161
2404,MAR01651
2405,MAR00750
2406,MAR00119
2407,MAR02544
2408,MAR01279
2409,MAR05017
2410,MAR05911
2411,MAR08459
2412,MAR08212
2413,MAR01801
2414,MAR06874
2415,MAR05935
2416,MAR04302
2417,MAR04288
2418,MAR08835
2419,MAR00959
2420,MAR07333
2421,MAR02007
2422,MAR05694
2423,MAR00865
2424,MAR05078
2425,MAR01806
2426,MAR00352
2427,MAR01840
2428,MAR04210
2429,MAR04846
2430,MAR04550
2431,MAR02415
2432,MAR03348
2433,MAR02282
2434,MAR00532
2435,MAR01573
2436,MAR05737
2437,MAR00510
2438,MAR00110
2439,MAR01914
2440,MAR06437
2441,MAR06982
2442,MAR02535
2443,MAR06763
2444,MAR04511
2445,MAR02732
2446,MAR05603
2447,MAR12142
2448,MAR07934
2449,MAR02746
2450,MAR03909
2451,MAR06365
2452,MAR07869
2453,MAR09656
2454,MAR00415
2455,MAR01757
2456,MAR00299
2457,MAR02970
2458,MAR03651
2459,MAR01281
2460,MAR00154
2461,MAR00290
2462,MAR04716
2463,MAR02039
2464,MAR05110
2465,MAR11520
2466,MAR03110
2467,MAR03852
2468,MAR06046
2469,MAR08700
2470,MAR02130
2471,MAR01831
2472,MAR02675
2473,MAR09965
2474,MAR04052
2475,MAR05193
2476,MAR03680
2477,MAR12263
2478,MAR05633
2479,MAR07365
2480,MAR11463
2481,MAR00275
2482,MAR02419
2483,MAR06002
2484,MAR06610
2485,MAR02261
2486,MAR07030
2487,MAR05317
2488,MAR01228
2489,MAR00211
2490,MAR03889
2491,MAR08549
2492,MAR11384
2493,MAR05879
2494,MAR12024
2495,MAR05296
2496,MAR02376
2497,MAR00818
2498,MAR03284
2499,MAR01088
2500,MAR04280
2501,MAR00215
2502,MAR07325
2503,MAR04087
2504,MAR04571
2505,MAR12020
2506,MAR00542
2507,MAR00846
2508,MAR03724
2509,MAR02564
2510,MAR05632
2511,MAR06730
2512,MAR12094
2513,MAR01784
2514,MAR07701
2515,MAR00409
2516,MAR04942
2517,MAR05634
2518,MAR04934
2519,MAR10114
2520,MAR06005
2521,MAR07882
2522,MAR01949
2523,MAR04905
2524,MAR00359
2525,MAR02425
2526,MAR06664
2527,MAR02027
2528,MAR00365
2529,MAR08685
2530,MAR06994
2531,MAR03627
2532,MAR06001
2533,MAR03745
2534,MAR06019
2535,MAR05669
2536,MAR10011
2537,MAR00394
2538,MAR03174
2539,MAR03858
2540,MAR05732
2541,MAR02167
2542,MAR01180
2543,MAR05892
2544,MAR00045
2545,MAR05424
2546,MAR06513
2547,MAR11695
2548,MAR00732
2549,MAR02309
2550,MAR03855
2551,MAR00712
2552,MAR05862
2553,MAR05697
2554,MAR00791
2555,MAR03264
2556,MAR05992
2557,MAR07258
2558,MAR06526
2559,MAR00923
2560,MAR07479
2561,MAR01059
2562,MAR02035
2563,MAR09936
2564,MAR01100
2565,MAR01594
2566,MAR06896
2567,MAR06591
2568,MAR00774
2569,MAR01664
2570,MAR01473
2571,MAR03777
2572,MAR02978
2573,MAR07704
2574,MAR01095
2575,MAR04137
2576,MAR00258
2577,MAR07890
2578,MAR02964
2579,MAR02948
2580,MAR02966
2581,MAR03625
2582,MAR05390
2583,MAR07106
2584,MAR05957
2585,MAR01880
2586,MAR04526
2587,MAR05587
2588,MAR06781
2589,MAR05639
2590,MAR03875
2591,MAR03632
2592,MAR04735
2593,MAR08276
2594,MAR03163
2595,MAR11555
2596,MAR05391
2597,MAR04460
2598,MAR08021
2599,MAR00179
2600,MAR06508
2601,MAR08372
2602,MAR05967
2603,MAR02144
2604,MAR00756
2605,MAR09617
2606,MAR06533
2607,MAR01289
2608,MAR00788
2609,MAR08819
2610,MAR02300
2611,MAR04530
2612,MAR02369
2613,MAR01258
2614,MAR12146
2615,MAR04346
2616,MAR03946
2617,MAR04208
2618,MAR08922
2619,MAR10067
2620,MAR05934
2621,MAR03411
2622,MAR02582
2623,MAR12025
2624,MAR06777
2625,MAR04321
2626,MAR06130
2627,MAR04004
2628,MAR04040
2629,MAR01149
2630,MAR01163
2631,MAR06163
2632,MAR03381
2633,MAR02150
2634,MAR02671
2635,MAR07491
2636,MAR05829
2637,MAR07633
2638,MAR03827
2639,MAR06320
2640,MAR03800
2641,MAR11529
2642,MAR03747
2643,MAR01032
2644,MAR11771
2645,MAR04653
2646,MAR08698
2647,MAR02683
2648,MAR00239
2649,MAR02054
2650,MAR05260
2651,MAR03937
2652,MAR07198
2653,MAR01169
2654,MAR01661
2655,MAR02623
2656,MAR01805
2657,MAR01147
2658,MAR07791
2659,MAR00308
2660,MAR03656
2661,MAR02001
2662,MAR04682
2663,MAR11246
2664,MAR07272
2665,MAR06701
2666,MAR03428
2667,MAR06481
2668,MAR00533
2669,MAR02141
2670,MAR05605
2671,MAR05745
2672,MAR03387
2673,MAR08094
2674,MAR00185
2675,MAR03770
2676,MAR08019
2677,MAR05132
2678,MAR02203
2679,MAR02625
2680,MAR03327
2681,MAR05375
2682,MAR05654
2683,MAR01605
2684,MAR02337
2685,MAR08936
2686,MAR04779
2687,MAR01812
2688,MAR04856
2689,MAR05478
2690,MAR02463
2691,MAR05369
2692,MAR00354
2693,MAR09899
2694,MAR08603
2695,MAR00216
2696,MAR07430
2697,MAR10368
2698,MAR11599
2699,MAR03649
2700,MAR08774
2701,MAR00307
2702,MAR00833
2703,MAR02434
2704,MAR09934
2705,MAR02368
2706,MAR00402
2707,MAR10425
2708,MAR00875
2709,MAR02630
2710,MAR05301
2711,MAR02189
2712,MAR05672
2713,MAR03332
2714,MAR00496
2715,MAR07129
2716,MAR07775
2717,MAR04156
2718,MAR02046
2719,MAR07021
2720,MAR02635
2721,MAR02416
2722,MAR00961
2723,MAR06477
2724,MAR01271
2725,MAR12159
2726,MAR07025
2727,MAR03901
2728,MAR06350
2729,MAR08000
2730,MAR04794
2731,MAR00486
2732,MAR05863
2733,MAR01324
2734,MAR02499
2735,MAR02663
2736,MAR01330
2737,MAR02393
2738,MAR00341
2739,MAR06703
2740,MAR03908
2741,MAR04401
2742,MAR06092
2743,MAR01471
2744,MAR02472
2745,MAR02497
2746,MAR05086
2747,MAR00491
2748,MAR06014
2749,MAR05699
2750,MAR01050
2751,MAR07800
2752,MAR03314
2753,MAR01941
2754,MAR08542
2755,MAR00248
2756,MAR03767
2757,MAR07896
2758,MAR05727
2759,MAR05137
2760,MAR00524
2761,MAR11766
2762,MAR06041
2763,MAR04810
2764,MAR05434
2765,MAR00508
2766,MAR03682
2767,MAR11772
2768,MAR03298
2769,MAR04586
2770,MAR06289
2771,MAR01394
2772,MAR09962
2773,MAR03612
2774,MAR02430
2775,MAR04064
2776,MAR00759
2777,MAR11581
2778,MAR02704
2779,MAR05067
2780,MAR00479
2781,MAR02414
2782,MAR03709
2783,MAR04347
2784,MAR08796
2785,MAR02586
2786,MAR07179
2787,MAR07158
2788,MAR11767
2789,MAR00224
2790,MAR07076
2791,MAR11787
2792,MAR01864
2793,MAR00141
2794,MAR02983
2795,MAR03189
2796,MAR11740
2797,MAR09906
2798,MAR01257
2799,MAR00599
2800,MAR06356
2801,MAR00238
2802,MAR03329
2803,MAR02284
2804,MAR00983
2805,MAR08975
2806,MAR03153
2807,MAR02324
2808,MAR01786
2809,MAR01148
2810,MAR06044
2811,MAR05044
2812,MAR10154
2813,MAR07938
2814,MAR03149
2815,MAR08601
2816,MAR03424
2817,MAR06812
2818,MAR00451
2819,MAR11530
2820,MAR04984
2821,MAR00859
2822,MAR06193
2823,MAR05723
2824,MAR00276
2825,MAR10141
2826,MAR00671
2827,MAR02642
2828,MAR02962
2829,MAR03030
2830,MAR07608
2831,MAR00251
2832,MAR01137
2833,MAR05063
2834,MAR04812
2835,MAR08800
2836,MAR00517
2837,MAR06787
2838,MAR07448
2839,MAR06428
2840,MAR03666
2841,MAR04631
2842,MAR01639
2843,MAR01132
2844,MAR06790
2845,MAR00543
2846,MAR03383
2847,MAR02677
2848,MAR05318
2849,MAR05693
2850,MAR08418
2851,MAR12169
2852,MAR08065
2853,MAR05049
2854,MAR03609
2855,MAR07974
2856,MAR10157
2857,MAR02238
2858,MAR05708
2859,MAR03964
2860,MAR12252
2861,MAR05702
2862,MAR07004
2863,MAR09604
2864,MAR10452
2865,MAR05149
2866,MAR08004
2867,MAR06555
2868,MAR10166
2869,MAR06190
2870,MAR00752
2871,MAR04570
2872,MAR00528
2873,MAR04440
2874,MAR08711
2875,MAR02193
2876,MAR06297
2877,MAR05663
2878,MAR06969
2879,MAR02616
2880,MAR06687
2881,MAR04394
2882,MAR03100
2883,MAR03322
2884,MAR08692
2885,MAR05724
2886,MAR08445
2887,MAR04281
2888,MAR05794
2889,MAR03416
2890,MAR00493
2891,MAR08084
2892,MAR05926
2893,MAR01462
2894,MAR04800
2895,MAR08758
2896,MAR02241
2897,MAR02754
2898,MAR07522
2899,MAR05774
2900,MAR07074
2901,MAR06530
2902,MAR00387
2903,MAR02378
2904,MAR07853
2905,MAR01209
2906,MAR08528
2907,MAR11468
2908,MAR11796
2909,MAR01273
2910,MAR09733
2911,MAR12196
2912,MAR06675
2913,MAR06637
2914,MAR06567
2915,MAR08772
2916,MAR07835
2917,MAR08497
2918,MAR08976
2919,MAR00379
2920,MAR07033
2921,MAR07992
2922,MAR00962
2923,MAR04253
2924,MAR07445
2925,MAR04402
2926,MAR06865
2927,MAR02015
2928,MAR05111
2929,MAR08129
2930,MAR04438
2931,MAR00259
2932,MAR01291
2933,MAR01221
2934,MAR02680
2935,MAR04914
2936,MAR00738
2937,MAR07637
2938,MAR11620
2939,MAR11764
2940,MAR12182
2941,MAR02714
2942,MAR06208
2943,MAR04992
2944,MAR05751
2945,MAR02555
2946,MAR05024
2947,MAR07362
2948,MAR07121
2949,MAR06385
2950,MAR02611
2951,MAR08894
2952,MAR01068
2953,MAR05076
2954,MAR08713
2955,MAR03487
2956,MAR00745
2957,MAR04602
2958,MAR05695
2959,MAR01253
2960,MAR07920
2961,MAR06678
2962,MAR01992
2963,MAR05366
2964,MAR02366
2965,MAR01042
2966,MAR11588
2967,MAR00371
2968,MAR03820
2969,MAR04893
2970,MAR07151
2971,MAR00256
2972,MAR01767
2973,MAR07352
2974,MAR00764
2975,MAR08824
2976,MAR00331
2977,MAR00525
2978,MAR02356
2979,MAR02989
2980,MAR03028
2981,MAR11756
2982,MAR03092
2983,MAR00997
2984,MAR01988
2985,MAR03439
2986,MAR03868
2987,MAR02180
2988,MAR00490
2989,MAR08765
2990,MAR08375
2991,MAR07152
2992,MAR04160
2993,MAR00069
2994,MAR01119
2995,MAR02776
2996,MAR07058
2997,MAR09893
2998,MAR03288
2999,MAR04542
3000,MAR00209
3001,MAR06030
3002,MAR06846
3003,MAR12297
3004,MAR03670
3005,MAR10127
3006,MAR06864
3007,MAR05706
3008,MAR06883
3009,MAR11589
3010,MAR02215
3011,MAR00527
3012,MAR07218
3013,MAR02972
3014,MAR04284
3015,MAR09903
3016,MAR04904
3017,MAR10061
3018,MAR06511
3019,MAR07113
3020,MAR09979
3021,MAR04038
3022,MAR02072
3023,MAR03524
3024,MAR04507
3025,MAR02288
3026,MAR05766
3027,MAR07764
3028,MAR01756
3029,MAR02233
3030,MAR02994
3031,MAR02088
3032,MAR06571
3033,MAR06497
3034,MAR07044
3035,MAR05084
3036,MAR04335
3037,MAR05687
3038,MAR01384
3039,MAR03377
3040,MAR06653
3041,MAR08551
3042,MAR04270
3043,MAR02678
3044,MAR08757
3045,MAR02909
3046,MAR07555
3047,MAR10144
3048,MAR01121
3049,MAR05578
3050,MAR08804
3051,MAR00502
3052,MAR02177
3053,MAR01452
3054,MAR03667
3055,MAR10377
3056,MAR05141
3057,MAR05817
3058,MAR07954
3059,MAR06390
3060,MAR06396
3061,MAR02621
3062,MAR12149
3063,MAR00250
3064,MAR00163
3065,MAR03243
3066,MAR00186
3067,MAR01075
3068,MAR07888
3069,MAR06720
3070,MAR07065
3071,MAR01674
3072,MAR01013
3073,MAR03420
3074,MAR05451
3075,MAR11383
3076,MAR05100
3077,MAR08729
3078,MAR00199
3079,MAR05208
3080,MAR06285
3081,MAR03231
3082,MAR08779
3083,MAR01697
3084,MAR10451
3085,MAR01112
3086,MAR12164
3087,MAR02557
3088,MAR11587
3089,MAR00674
3090,MAR01261
3091,MAR01609
3092,MAR05195
3093,MAR12156
3094,MAR00512
3095,MAR08461
3096,MAR02672
3097,MAR05796
3098,MAR07636
3099,MAR05422
3100,MAR01398
3101,MAR04691
3102,MAR06718
3103,MAR05711
3104,MAR00853
3105,MAR08612
3106,MAR03717
3107,MAR04264
3108,MAR00437
3109,MAR02076
3110,MAR02401
3111,MAR03421
3112,MAR07921
3113,MAR00317
3114,MAR00081
3115,MAR05770
3116,MAR00665
3117,MAR04917
3118,MAR03664
3119,MAR11515
3120,MAR08258
3121,MAR05812
3122,MAR02561
3123,MAR06733
3124,MAR04190
3125,MAR05599
3126,MAR09620
3127,MAR03697
3128,MAR03979
3129,MAR08285
3130,MAR01602
3131,MAR04962
3132,MAR03303
3133,MAR08342
3134,MAR07050
3135,MAR07810
3136,MAR03518
3137,MAR00785
3138,MAR01378
3139,MAR05105
3140,MAR01627
3141,MAR08799
3142,MAR07471
3143,MAR02684
3144,MAR01347
3145,MAR02777
3146,MAR07363
3147,MAR07736
3148,MAR01885
3149,MAR08515
3150,MAR09913
3151,MAR02773
3152,MAR06371
3153,MAR06357
3154,MAR07278
3155,MAR04093
3156,MAR03096
3157,MAR00006
3158,MAR04061
3159,MAR04535
3160,MAR03426
3161,MAR05266
3162,MAR02269
3163,MAR12471
3164,MAR01383
3165,MAR06435
3166,MAR00414
3167,MAR12235
3168,MAR04287
3169,MAR07161
3170,MAR03599
3171,MAR06035
3172,MAR01098
3173,MAR00772
3174,MAR08755
3175,MAR01736
3176,MAR07042
3177,MAR03209
3178,MAR06558
3179,MAR06564
3180,MAR03735
3181,MAR02727
3182,MAR02228
3183,MAR09665
3184,MAR00849
3185,MAR11398
3186,MAR01036
3187,MAR12183
3188,MAR06590
3189,MAR07692
3190,MAR11615
3191,MAR03226
3192,MAR02973
3193,MAR06887
3194,MAR03344
3195,MAR06368
3196,MAR06479
3197,MAR03408
3198,MAR00498
3199,MAR00889
3200,MAR04519
3201,MAR07195
3202,MAR03823
3203,MAR06890
3204,MAR02083
3205,MAR06042
3206,MAR03886
3207,MAR04704
3208,MAR08801
3209,MAR07687
3210,MAR04581
3211,MAR05198
3212,MAR08451
3213,MAR11603
3214,MAR02547
3215,MAR05656
3216,MAR03847
3217,MAR05610
3218,MAR06483
