,0
3219,MAR04112
3220,MAR03178
3221,MAR02658
3222,MAR07056
3223,MAR06376
3224,MAR00446
3225,MAR07824
3226,MAR04260
3227,MAR06988
3228,MAR03121
3229,MAR03677
3230,MAR09952
3231,MAR03142
3232,MAR05406
3233,MAR05242
3234,MAR07160
3235,MAR11849
3236,MAR04977
3237,MAR00148
3238,MAR11252
3239,MAR04522
3240,MAR02124
3241,MAR04609
3242,MAR00634
3243,MAR03721
3244,MAR02738
3245,MAR06448
3246,MAR11592
3247,MAR02769
3248,MAR07815
3249,MAR06692
3250,MAR01007
3251,MAR05789
3252,MAR09614
3253,MAR07072
3254,MAR02314
3255,MAR12256
3256,MAR07221
3257,MAR06576
3258,MAR05850
3259,MAR06736
3260,MAR04252
3261,MAR01660
3262,MAR06378
3263,MAR03139
3264,MAR04719
3265,MAR02758
3266,MAR04082
3267,MAR00291
3268,MAR01374
3269,MAR12193
3270,MAR00942
3271,MAR05104
3272,MAR06774
3273,MAR09988
3274,MAR00971
3275,MAR11237
3276,MAR03056
3277,MAR01461
3278,MAR08935
3279,MAR09877
3280,MAR01584
3281,MAR03696
3282,MAR06625
3283,MAR05782
3284,MAR11768
3285,MAR04563
3286,MAR06904
3287,MAR00450
3288,MAR04299
3289,MAR06453
3290,MAR07962
3291,MAR08891
3292,MAR01020
3293,MAR05178
3294,MAR05700
3295,MAR07313
3296,MAR02986
3297,MAR05758
3298,MAR03653
3299,MAR04911
3300,MAR01865
3301,MAR07123
3302,MAR05640
3303,MAR03278
3304,MAR02142
3305,MAR03806
3306,MAR06278
3307,MAR04560
3308,MAR10100
3309,MAR05924
3310,MAR04887
3311,MAR00431
3312,MAR00189
3313,MAR08379
3314,MAR12306
3315,MAR02610
3316,MAR06766
3317,MAR04228
3318,MAR09910
3319,MAR03915
3320,MAR02700
3321,MAR07353
3322,MAR04134
3323,MAR08454
3324,MAR04849
3325,MAR09274
3326,MAR01991
3327,MAR00530
3328,MAR06276
3329,MAR08987
3330,MAR06748
3331,MAR08565
3332,MAR12287
3333,MAR07308
3334,MAR08098
3335,MAR02149
3336,MAR04545
3337,MAR08220
3338,MAR04167
3339,MAR07342
3340,MAR01477
3341,MAR07668
3342,MAR03534
3343,MAR02058
3344,MAR08508
3345,MAR12460
3346,MAR06397
3347,MAR00295
3348,MAR02250
3349,MAR00267
3350,MAR11724
3351,MAR07537
3352,MAR02145
3353,MAR04814
3354,MAR05890
3355,MAR06319
3356,MAR07756
3357,MAR12301
3358,MAR08257
3359,MAR05430
3360,MAR06054
3361,MAR00356
3362,MAR11572
3363,MAR08784
3364,MAR07444
3365,MAR10449
3366,MAR06844
3367,MAR05445
3368,MAR01225
3369,MAR02638
3370,MAR00985
3371,MAR04018
3372,MAR00016
3373,MAR03805
3374,MAR04097
3375,MAR04122
3376,MAR03637
3377,MAR01270
3378,MAR07818
3379,MAR05023
3380,MAR04756
3381,MAR07658
3382,MAR04408
3383,MAR11306
3384,MAR08522
3385,MAR06361
3386,MAR00925
3387,MAR06579
3388,MAR11238
3389,MAR05664
3390,MAR06148
3391,MAR11624
3392,MAR04483
3393,MAR04533
3394,MAR02779
3395,MAR03703
3396,MAR07627
3397,MAR07157
3398,MAR11535
3399,MAR04628
3400,MAR07826
3401,MAR07357
3402,MAR04725
3403,MAR01293
3404,MAR13078
3405,MAR00203
3406,MAR03719
3407,MAR09938
3408,MAR07111
3409,MAR07144
3410,MAR04714
3411,MAR01367
3412,MAR01693
3413,MAR04255
3414,MAR03740
3415,MAR11606
3416,MAR00420
3417,MAR10118
3418,MAR00283
3419,MAR06473
3420,MAR05421
3421,MAR02607
3422,MAR00684
3423,MAR05722
3424,MAR04123
3425,MAR02018
3426,MAR01692
3427,MAR01456
3428,MAR08267
3429,MAR04371
3430,MAR02542
3431,MAR02495
3432,MAR00065
3433,MAR04686
3434,MAR04459
3435,MAR00643
3436,MAR03173
3437,MAR04623
3438,MAR05731
3439,MAR08983
3440,MAR10094
3441,MAR03195
3442,MAR00180
3443,MAR00302
3444,MAR03705
3445,MAR04913
3446,MAR07109
3447,MAR05048
3448,MAR07682
3449,MAR05325
3450,MAR01600
3451,MAR02753
3452,MAR05643
3453,MAR07127
3454,MAR07868
3455,MAR04890
3456,MAR11241
3457,MAR04939
3458,MAR03425
3459,MAR05857
3460,MAR09804
3461,MAR03246
3462,MAR12472
3463,MAR08947
3464,MAR07836
3465,MAR10106
3466,MAR03488
3467,MAR01244
3468,MAR02877
3469,MAR04524
3470,MAR05959
3471,MAR05175
3472,MAR12151
3473,MAR00426
3474,MAR00848
3475,MAR05448
3476,MAR06598
3477,MAR05055
3478,MAR07081
3479,MAR00255
3480,MAR05773
3481,MAR04441
3482,MAR00504
3483,MAR02604
3484,MAR07702
3485,MAR07001
3486,MAR00976
3487,MAR08302
3488,MAR04718
3489,MAR04675
3490,MAR03998
3491,MAR04448
3492,MAR05050
3493,MAR02136
3494,MAR04873
3495,MAR08613
3496,MAR11798
3497,MAR05922
3498,MAR07937
3499,MAR05676
3500,MAR05718
3501,MAR05351
3502,MAR00454
3503,MAR06052
3504,MAR05768
3505,MAR07551
3506,MAR08541
3507,MAR02581
3508,MAR03164
3509,MAR08093
3510,MAR02719
3511,MAR05342
3512,MAR08348
3513,MAR05025
3514,MAR11487
3515,MAR02722
3516,MAR01104
3517,MAR05646
3518,MAR12012
3519,MAR05991
3520,MAR07083
3521,MAR06863
3522,MAR00166
3523,MAR04924
3524,MAR03662
3525,MAR02967
3526,MAR05073
3527,MAR01200
3528,MAR04667
3529,MAR07592
3530,MAR00670
3531,MAR08008
3532,MAR07054
3533,MAR02301
3534,MAR01493
3535,MAR05378
3536,MAR03843
3537,MAR01678
3538,MAR08344
3539,MAR00151
3540,MAR02646
3541,MAR08730
3542,MAR06850
3543,MAR00937
3544,MAR01636
3545,MAR08605
3546,MAR07222
3547,MAR02976
3548,MAR06031
3549,MAR05038
3550,MAR04491
3551,MAR00784
3552,MAR02033
3553,MAR07102
3554,MAR01804
3555,MAR02348
3556,MAR04946
3557,MAR12171
3558,MAR05716
3559,MAR00332
3560,MAR11769
3561,MAR08917
3562,MAR00079
3563,MAR07867
3564,MAR11312
3565,MAR00280
3566,MAR07047
3567,MAR00240
3568,MAR07329
3569,MAR02195
3570,MAR04159
3571,MAR04192
3572,MAR01041
3573,MAR09595
3574,MAR01558
3575,MAR05497
3576,MAR00429
3577,MAR07088
3578,MAR00590
3579,MAR04133
3580,MAR01074
3581,MAR00103
3582,MAR05659
3583,MAR07026
3584,MAR05726
3585,MAR07079
3586,MAR02516
3587,MAR10454
3588,MAR01395
3589,MAR03871
3590,MAR04239
3591,MAR03125
3592,MAR08277
3593,MAR05878
3594,MAR03610
3595,MAR03414
3596,MAR01694
3597,MAR02406
3598,MAR02489
3599,MAR03205
3600,MAR06707
3601,MAR01504
3602,MAR09876
3603,MAR06338
3604,MAR07844
3605,MAR00872
3606,MAR07840
3607,MAR03880
3608,MAR07089
3609,MAR11754
3610,MAR12264
3611,MAR08538
3612,MAR01072
3613,MAR04166
3614,MAR02653
3615,MAR08279
3616,MAR02208
3617,MAR02955
3618,MAR02455
3619,MAR02527
3620,MAR11495
3621,MAR03890
3622,MAR04261
3623,MAR02373
3624,MAR07119
3625,MAR09593
3626,MAR07207
3627,MAR04461
3628,MAR12262
3629,MAR07315
3630,MAR05970
3631,MAR03146
3632,MAR04263
3633,MAR09474
3634,MAR05482
3635,MAR03642
3636,MAR04218
3637,MAR06600
3638,MAR06049
3639,MAR00424
3640,MAR12184
3641,MAR07635
3642,MAR01919
3643,MAR07830
3644,MAR02709
3645,MAR04429
3646,MAR00227
3647,MAR05762
3648,MAR04689
3649,MAR08354
3650,MAR02257
3651,MAR05778
3652,MAR00953
3653,MAR06009
3654,MAR08633
3655,MAR05407
3656,MAR03955
3657,MAR05651
3658,MAR02169
3659,MAR00147
3660,MAR11726
3661,MAR02708
3662,MAR10103
3663,MAR06977
3664,MAR00342
3665,MAR02201
3666,MAR02655
3667,MAR06912
3668,MAR08305
3669,MAR06034
3670,MAR06464
3671,MAR12254
3672,MAR00373
3673,MAR04410
3674,MAR00067
3675,MAR05016
3676,MAR03671
3677,MAR05098
3678,MAR03184
3679,MAR04034
3680,MAR05616
3681,MAR04010
3682,MAR09612
3683,MAR01111
3684,MAR01969
3685,MAR01301
3686,MAR07738
3687,MAR02921
3688,MAR01288
3689,MAR08467
3690,MAR05123
3691,MAR09802
3692,MAR11752
3693,MAR04727
3694,MAR12240
3695,MAR03176
3696,MAR03015
3697,MAR06083
3698,MAR05058
3699,MAR06760
3700,MAR00407
3701,MAR02014
3702,MAR01055
3703,MAR03714
3704,MAR07884
3705,MAR02613
3706,MAR06524
3707,MAR02217
3708,MAR01234
3709,MAR11562
3710,MAR07700
3711,MAR07220
3712,MAR02068
3713,MAR08717
3714,MAR03711
3715,MAR00358
3716,MAR08985
3717,MAR06674
3718,MAR04169
3719,MAR07494
3720,MAR03245
3721,MAR08820
3722,MAR02666
3723,MAR03503
3724,MAR08441
3725,MAR06441
3726,MAR00975
3727,MAR02599
3728,MAR01155
3729,MAR02247
3730,MAR04817
3731,MAR09628
3732,MAR01397
3733,MAR02181
3734,MAR00781
3735,MAR12304
3736,MAR01525
3737,MAR04324
3738,MAR02608
3739,MAR02883
3740,MAR03748
3741,MAR00193
3742,MAR00274
3743,MAR01328
3744,MAR08606
3745,MAR00816
3746,MAR00040
3747,MAR01304
3748,MAR06334
3749,MAR02148
3750,MAR09878
3751,MAR06303
3752,MAR00399
3753,MAR04080
3754,MAR08694
3755,MAR03123
3756,MAR08529
3757,MAR03076
3758,MAR06029
3759,MAR05875
3760,MAR01538
3761,MAR05880
3762,MAR02137
3763,MAR04851
3764,MAR04769
3765,MAR04908
3766,MAR05302
3767,MAR02649
3768,MAR02596
3769,MAR02158
3770,MAR07476
3771,MAR05007
3772,MAR02695
3773,MAR00101
3774,MAR07344
3775,MAR08545
3776,MAR06782
3777,MAR00177
3778,MAR09941
3779,MAR02560
3780,MAR02259
3781,MAR03118
3782,MAR02345
3783,MAR07035
3784,MAR02006
3785,MAR02399
3786,MAR00411
3787,MAR05617
3788,MAR05018
3789,MAR08932
3790,MAR01568
3791,MAR07655
3792,MAR04497
3793,MAR01393
3794,MAR05572
3795,MAR00245
3796,MAR11708
3797,MAR02602
3798,MAR04627
3799,MAR11802
3800,MAR08816
3801,MAR02214
3802,MAR00457
3803,MAR11765
3804,MAR04326
3805,MAR01109
3806,MAR04187
3807,MAR03053
3808,MAR07084
3809,MAR02512
3810,MAR02353
3811,MAR03432
3812,MAR02958
3813,MAR07055
3814,MAR00630
3815,MAR01295
3816,MAR01621
3817,MAR11417
3818,MAR05644
3819,MAR02733
3820,MAR02706
3821,MAR03489
3822,MAR00669
3823,MAR06482
3824,MAR07284
3825,MAR03137
3826,MAR10101
3827,MAR04588
3828,MAR04439
3829,MAR09600
3830,MAR05353
3831,MAR05938
3832,MAR00439
3833,MAR06277
3834,MAR08417
3835,MAR06582
3836,MAR07449
3837,MAR09677
3838,MAR10443
3839,MAR01780
3840,MAR07117
3841,MAR00523
3842,MAR03175
3843,MAR09592
3844,MAR03623
3845,MAR10401
3846,MAR06279
3847,MAR00109
3848,MAR11548
3849,MAR11593
3850,MAR07060
3851,MAR04743
3852,MAR05624
3853,MAR06529
3854,MAR07156
3855,MAR07993
3856,MAR08097
3857,MAR00673
3858,MAR03218
3859,MAR03422
3860,MAR06011
3861,MAR01066
3862,MAR04541
3863,MAR11442
3864,MAR02959
3865,MAR04091
3866,MAR01751
3867,MAR00598
3868,MAR07841
3869,MAR01601
3870,MAR00097
3871,MAR09971
3872,MAR11396
3873,MAR06466
3874,MAR08186
3875,MAR06758
3876,MAR05148
3877,MAR00935
3878,MAR10122
3879,MAR04296
3880,MAR08743
3881,MAR01696
3882,MAR02501
3883,MAR02968
3884,MAR05658
3885,MAR06907
3886,MAR04387
3887,MAR03933
3888,MAR04575
3889,MAR12300
3890,MAR09882
3891,MAR11240
3892,MAR07085
3893,MAR01770
3894,MAR06098
3895,MAR03984
3896,MAR04363
3897,MAR08416
3898,MAR00314
3899,MAR05477
3900,MAR05449
3901,MAR05345
3902,MAR03626
3903,MAR03221
3904,MAR04543
3905,MAR06573
3906,MAR04816
3907,MAR07007
3908,MAR10108
3909,MAR05095
3910,MAR02220
3911,MAR03898
3912,MAR00080
3913,MAR00257
3914,MAR04930
3915,MAR09875
3916,MAR04202
3917,MAR03403
3918,MAR04470
3919,MAR02755
3920,MAR05833
3921,MAR03244
3922,MAR07932
3923,MAR01773
3924,MAR01113
3925,MAR05288
3926,MAR04498
3927,MAR12298
3928,MAR02954
3929,MAR06614
3930,MAR05315
3931,MAR02347
3932,MAR01496
3933,MAR11601
3934,MAR08040
3935,MAR01503
3936,MAR08166
3937,MAR01278
3938,MAR02199
3939,MAR12013
3940,MAR08666
3941,MAR01142
3942,MAR03845
3943,MAR00159
3944,MAR05661
3945,MAR07887
3946,MAR05184
3947,MAR05316
3948,MAR05059
3949,MAR01012
3950,MAR11799
3951,MAR10416
3952,MAR06646
3953,MAR04788
3954,MAR01855
3955,MAR06751
3956,MAR08802
3957,MAR09871
3958,MAR00225
3959,MAR08981
3960,MAR07964
3961,MAR09607
3962,MAR10148
3963,MAR05601
3964,MAR06008
3965,MAR01478
3966,MAR06433
3967,MAR03797
3968,MAR08676
3969,MAR02724
3970,MAR03224
3971,MAR00488
3972,MAR04898
3973,MAR03186
3974,MAR01889
3975,MAR02422
3976,MAR06531
3977,MAR00231
3978,MAR09891
3979,MAR05299
3980,MAR04837
3981,MAR02750
3982,MAR08867
3983,MAR03763
3984,MAR07638
3985,MAR05264
3986,MAR05436
3987,MAR01176
3988,MAR01687
3989,MAR03430
3990,MAR00343
3991,MAR07807
3992,MAR04805
3993,MAR01305
3994,MAR05764
3995,MAR03201
3996,MAR03715
3997,MAR02667
3998,MAR02985
3999,MAR11851
4000,MAR01735
4001,MAR02453
4002,MAR03641
4003,MAR00261
4004,MAR02170
4005,MAR08992
4006,MAR02410
4007,MAR05092
4008,MAR07885
4009,MAR02312
4010,MAR01196
4011,MAR07361
4012,MAR06540
4013,MAR01488
4014,MAR06451
4015,MAR08530
4016,MAR02943
4017,MAR08478
4018,MAR06022
4019,MAR03992
4020,MAR01762
4021,MAR01280
4022,MAR01741
4023,MAR07776
4024,MAR02744
4025,MAR01108
4026,MAR06351
4027,MAR07946
4028,MAR07874
4029,MAR04476
4030,MAR09902
4031,MAR06510
4032,MAR12258
4033,MAR02420
4034,MAR04583
4035,MAR06474
4036,MAR07510
4037,MAR04419
4038,MAR06360
4039,MAR01714
4040,MAR05820
4041,MAR05327
4042,MAR00843
4043,MAR04042
4044,MAR02029
4045,MAR11305
4046,MAR07273
4047,MAR07650
4048,MAR07327
4049,MAR06916
4050,MAR00526
4051,MAR00507
4052,MAR00501
4053,MAR04377
4054,MAR07950
4055,MAR08872
4056,MAR00108
4057,MAR06923
4058,MAR02685
4059,MAR08298
4060,MAR00978
4061,MAR04584
4062,MAR02999
4063,MAR02659
4064,MAR00957
4065,MAR03652
4066,MAR04081
4067,MAR04328
4068,MAR08345
4069,MAR05134
4070,MAR07870
4071,MAR03017
4072,MAR08781
4073,MAR08148
4074,MAR07942
4075,MAR07679
4076,MAR02915
4077,MAR12155
4078,MAR02688
4079,MAR04149
4080,MAR04406
4081,MAR01120
4082,MAR11605
4083,MAR05006
4084,MAR01852
4085,MAR04032
4086,MAR05324
4087,MAR05068
4088,MAR02355
4089,MAR01354
4090,MAR01070
4091,MAR06996
4092,MAR11368
4093,MAR08462
4094,MAR00601
4095,MAR00384
4096,MAR06762
4097,MAR00968
4098,MAR00172
4099,MAR06465
4100,MAR11758
4101,MAR06488
4102,MAR02945
4103,MAR05905
4104,MAR07337
4105,MAR08943
4106,MAR02253
4107,MAR07796
4108,MAR11780
4109,MAR02634
4110,MAR08710
4111,MAR01035
4112,MAR05691
4113,MAR00741
4114,MAR12150
4115,MAR07536
4116,MAR00973
4117,MAR00344
4118,MAR02600
4119,MAR05877
4120,MAR06485
4121,MAR04620
4122,MAR05912
4123,MAR02981
4124,MAR10010
4125,MAR11774
4126,MAR04687
4127,MAR04118
4128,MAR03376
4129,MAR08482
4130,MAR04070
4131,MAR04516
4132,MAR00436
4133,MAR05194
4134,MAR07473
4135,MAR03521
4136,MAR05122
4137,MAR04455
4138,MAR02563
4139,MAR00592
4140,MAR00743
4141,MAR00105
4142,MAR07838
4143,MAR05138
4144,MAR04730
4145,MAR03684
4146,MAR00284
4147,MAR01486
4148,MAR07090
4149,MAR00740
4150,MAR04114
4151,MAR02949
4152,MAR03700
4153,MAR05322
4154,MAR00288
4155,MAR11770
4156,MAR08063
4157,MAR02317
4158,MAR04978
4159,MAR04477
4160,MAR00941
4161,MAR01613
4162,MAR04784
4163,MAR05404
4164,MAR00425
4165,MAR03135
4166,MAR01578
4167,MAR00128
4168,MAR02159
4169,MAR02626
4170,MAR07669
4171,MAR09597
4172,MAR02192
4173,MAR06406
4174,MAR06772
4175,MAR01535
4176,MAR04315
4177,MAR07554
4178,MAR02060
4179,MAR07685
4180,MAR05642
4181,MAR05130
4182,MAR00500
4183,MAR07041
4184,MAR00869
4185,MAR05446
4186,MAR03689
4187,MAR01928
4188,MAR08275
4189,MAR01472
4190,MAR07429
4191,MAR03835
4192,MAR08452
4193,MAR04968
4194,MAR00993
4195,MAR09621
4196,MAR09014
4197,MAR05311
4198,MAR04006
4199,MAR03749
4200,MAR02382
4201,MAR06337
4202,MAR08049
4203,MAR05180
4204,MAR12285
4205,MAR02202
4206,MAR03409
4207,MAR05346
4208,MAR03499
4209,MAR01839
4210,MAR06129
4211,MAR08635
4212,MAR09898
4213,MAR02775
4214,MAR02711
4215,MAR04652
4216,MAR07260
4217,MAR05057
4218,MAR00273
4219,MAR11525
4220,MAR07203
4221,MAR04145
4222,MAR01028
4223,MAR07164
4224,MAR03645
4225,MAR03738
4226,MAR04683
4227,MAR01539
4228,MAR03648
4229,MAR08442
4230,MAR07213
4231,MAR06592
4232,MAR05916
4233,MAR01434
4234,MAR02160
4235,MAR01512
4236,MAR00775
4237,MAR06750
4238,MAR05683
4239,MAR06027
4240,MAR01622
4241,MAR05077
4242,MAR01189
4243,MAR08807
4244,MAR02660
4245,MAR06489
4246,MAR05310
4247,MAR00374
4248,MAR06534
4249,MAR07777
4250,MAR11464
4251,MAR05680
4252,MAR09594
4253,MAR06784
4254,MAR08336
4255,MAR06997
4256,MAR04954
4257,MAR04938
4258,MAR05594
4259,MAR00934
4260,MAR10407
4261,MAR06074
4262,MAR08080
4263,MAR00678
4264,MAR00082
4265,MAR02249
4266,MAR07477
4267,MAR01808
4268,MAR01742
4269,MAR05359
4270,MAR06551
4271,MAR01533
4272,MAR00537
4273,MAR07847
4274,MAR00950
4275,MAR08972
4276,MAR12029
4277,MAR11540
4278,MAR08274
4279,MAR08617
4280,MAR04926
4281,MAR05262
4282,MAR01971
4283,MAR07970
4284,MAR06630
4285,MAR05363
4286,MAR08892
4287,MAR07804
4288,MAR00162
4289,MAR01300
4290,MAR04344
4291,MAR07202
4292,MAR05509
4293,MAR08877
4294,MAR00116
4295,MAR04139
4296,MAR06543
4297,MAR02702
4298,MAR03407
4299,MAR01917
4300,MAR11744
4301,MAR02956
4302,MAR04572
4303,MAR07350
4304,MAR02762
4305,MAR01689
4306,MAR02310
4307,MAR08621
4308,MAR02987
4309,MAR04949
4310,MAR03250
4311,MAR03482
4312,MAR03690
4313,MAR11773
4314,MAR08561
4315,MAR06047
4316,MAR06018
4317,MAR02196
4318,MAR11594
4319,MAR00799
4320,MAR12278
4321,MAR09968
4322,MAR07341
4323,MAR08457
4324,MAR02629
4325,MAR10170
4326,MAR02343
4327,MAR01737
4328,MAR00946
4329,MAR00778
4330,MAR01945
4331,MAR05819
4332,MAR07048
4333,MAR04625
4334,MAR00994
4335,MAR01220
4336,MAR04759
4337,MAR07367
4338,MAR03003
4339,MAR05730
4340,MAR01049
4341,MAR01536
4342,MAR03995
4343,MAR03371
4344,MAR05761
4345,MAR03657
4346,MAR04111
4347,MAR07000
4348,MAR00242
4349,MAR01181
4350,MAR08783
4351,MAR07778
4352,MAR05070
4353,MAR03259
4354,MAR05292
4355,MAR07839
4356,MAR02041
4357,MAR04726
4358,MAR05849
4359,MAR00052
4360,MAR06893
4361,MAR00213
4362,MAR07740
4363,MAR01386
4364,MAR05958
4365,MAR02690
4366,MAR04562
4367,MAR00452
4368,MAR07452
4369,MAR03679
4370,MAR04970
4371,MAR04354
4372,MAR00654
4373,MAR05120
4374,MAR03722
4375,MAR01542
4376,MAR02293
4377,MAR02961
4378,MAR03477
4379,MAR00195
4380,MAR05438
4381,MAR01598
4382,MAR02032
4383,MAR05338
4384,MAR02664
4385,MAR04919
4386,MAR01198
4387,MAR05641
4388,MAR02551
4389,MAR07629
4390,MAR05725
4391,MAR12291
4392,MAR02603
4393,MAR03958
4394,MAR00301
4395,MAR00977
4396,MAR05357
4397,MAR06021
4398,MAR05360
4399,MAR00964
4400,MAR06133
4401,MAR03647
4402,MAR04014
4403,MAR00505
4404,MAR08879
4405,MAR12234
4406,MAR01874
4407,MAR04752
4408,MAR02267
4409,MAR04457
4410,MAR12125
4411,MAR03000
4412,MAR08135
4413,MAR06372
4414,MAR01590
4415,MAR03084
4416,MAR00470
4417,MAR11628
4418,MAR08052
4419,MAR03673
4420,MAR05142
4421,MAR05606
4422,MAR11559
4423,MAR11247
4424,MAR12241
4425,MAR01516
4426,MAR04046
4427,MAR08761
4428,MAR01162
4429,MAR03234
4430,MAR01204
4431,MAR04983
4432,MAR05961
4433,MAR02292
4434,MAR08358
4435,MAR06652
4436,MAR03529
4437,MAR12180
4438,MAR05386
4439,MAR01102
4440,MAR10155
4441,MAR06348
4442,MAR00161
4443,MAR05484
4444,MAR06634
4445,MAR05065
4446,MAR03877
4447,MAR06412
4448,MAR01997
4449,MAR05348
4450,MAR03620
4451,MAR01810
4452,MAR03615
4453,MAR02952
4454,MAR02572
4455,MAR05823
4456,MAR03272
4457,MAR02565
4458,MAR07905
4459,MAR11492
4460,MAR05837
4461,MAR06089
4462,MAR01390
4463,MAR07372
4464,MAR05147
4465,MAR01252
4466,MAR11482
4467,MAR00312
4468,MAR02458
4469,MAR01898
4470,MAR02440
4471,MAR06379
4472,MAR07209
4473,MAR05668
4474,MAR08810
4475,MAR03242
4476,MAR00448
4477,MAR02482
4478,MAR04073
4479,MAR06349
4480,MAR01721
4481,MAR03256
4482,MAR01029
4483,MAR08586
4484,MAR04734
4485,MAR02588
4486,MAR00383
4487,MAR08559
4488,MAR03130
4489,MAR02370
4490,MAR07194
4491,MAR03401
4492,MAR04106
4493,MAR04879
4494,MAR03687
4495,MAR08075
4496,MAR11706
4497,MAR11838
4498,MAR00244
4499,MAR02681
4500,MAR07837
4501,MAR04456
4502,MAR05903
4503,MAR08502
4504,MAR11794
4505,MAR05305
4506,MAR04972
4507,MAR00350
4508,MAR03910
4509,MAR01197
4510,MAR07498
4511,MAR05744
4512,MAR03784
4513,MAR02211
4514,MAR11859
4515,MAR11854
4516,MAR02656
4517,MAR00999
4518,MAR10173
4519,MAR02218
4520,MAR03919
4521,MAR03857
4522,MAR01789
4523,MAR00906
4524,MAR04928
4525,MAR04141
4526,MAR04342
4527,MAR03644
4528,MAR05824
4529,MAR07003
4530,MAR05928
4531,MAR02703
4532,MAR00325
4533,MAR07366
4534,MAR02049
4535,MAR03727
4536,MAR05860
4537,MAR11415
4538,MAR03816
4539,MAR06333
4540,MAR08357
4541,MAR07211
4542,MAR05902
4543,MAR01755
4544,MAR04000
4545,MAR06037
4546,MAR00521
4547,MAR01097
4548,MAR01675
4549,MAR01557
4550,MAR01184
4551,MAR07490
4552,MAR08748
4553,MAR02918
4554,MAR02731
4555,MAR03233
4556,MAR12001
4557,MAR05442
4558,MAR08566
4559,MAR06568
4560,MAR05021
4561,MAR01193
4562,MAR02545
4563,MAR07806
4564,MAR03832
4565,MAR08091
4566,MAR07080
4567,MAR00304
4568,MAR04644
4569,MAR06199
4570,MAR05189
4571,MAR03102
4572,MAR05988
4573,MAR05319
4574,MAR08316
4575,MAR07689
4576,MAR05258
4577,MAR06471
4578,MAR08884
4579,MAR02315
4580,MAR08813
4581,MAR02713
4582,MAR07743
4583,MAR05061
4584,MAR01250
4585,MAR05627
4586,MAR05139
4587,MAR03229
4588,MAR01087
4589,MAR03631
4590,MAR05840
4591,MAR02287
4592,MAR10380
4593,MAR08059
4594,MAR11757
4595,MAR03188
4596,MAR00683
4597,MAR04478
4598,MAR05428
4599,MAR08811
4600,MAR05376
4601,MAR08778
4602,MAR07971
4603,MAR12152
4604,MAR11778
4605,MAR08105
4606,MAR04297
4607,MAR05281
4608,MAR00160
4609,MAR00320
4610,MAR02965
4611,MAR04624
4612,MAR07027
4613,MAR06454
4614,MAR02118
4615,MAR02991
4616,MAR03210
4617,MAR04706
4618,MAR12186
4619,MAR01018
4620,MAR04531
4621,MAR02774
4622,MAR01154
4623,MAR08546
4624,MAR11805
4625,MAR01177
4626,MAR02175
4627,MAR05882
4628,MAR01612
4629,MAR02745
4630,MAR01663
4631,MAR02757
4632,MAR02164
4633,MAR07328
4634,MAR01238
4635,MAR02567
4636,MAR05775
4637,MAR11786
4638,MAR02364
4639,MAR00757
4640,MAR08978
4641,MAR02692
4642,MAR05450
4643,MAR11579
4644,MAR12166
4645,MAR02598
4646,MAR00377
4647,MAR05131
4648,MAR06767
4649,MAR07264
4650,MAR01179
4651,MAR00324
4652,MAR01067
4653,MAR00158
4654,MAR03181
4655,MAR07763
4656,MAR07082
4657,MAR04685
4658,MAR05429
4659,MAR05064
4660,MAR01307
4661,MAR03802
4662,MAR06749
4663,MAR02486
4664,MAR05749
4665,MAR03196
4666,MAR06911
4667,MAR05874
4668,MAR06768
4669,MAR02248
4670,MAR03952
4671,MAR05588
4672,MAR01750
4673,MAR06669
4674,MAR04641
4675,MAR11968
4676,MAR06322
4677,MAR01071
4678,MAR05848
4679,MAR04282
4680,MAR01099
4681,MAR04637
4682,MAR07104
4683,MAR07509
4684,MAR00355
4685,MAR02010
4686,MAR00322
4687,MAR03640
4688,MAR03707
4689,MAR04503
4690,MAR06388
4691,MAR01338
4692,MAR09719
4693,MAR02204
4694,MAR01843
4695,MAR04795
4696,MAR02971
4697,MAR03951
4698,MAR00679
4699,MAR02912
4700,MAR01803
4701,MAR01201
4702,MAR00334
4703,MAR00563
4704,MAR06557
4705,MAR00143
4706,MAR06583
4707,MAR05030
4708,MAR00746
4709,MAR03658
4710,MAR05423
4711,MAR03128
4712,MAR03931
4713,MAR08596
4714,MAR08444
4715,MAR02518
4716,MAR08249
4717,MAR01500
4718,MAR11970
4719,MAR07886
4720,MAR07324
4721,MAR04643
4722,MAR00531
4723,MAR03974
4724,MAR01781
4725,MAR00335
4726,MAR01212
4727,MAR07068
4728,MAR00264
4729,MAR04414
4730,MAR01310
4731,MAR03088
4732,MAR07013
4733,MAR12280
4734,MAR12296
4735,MAR06381
4736,MAR08995
4737,MAR04880
4738,MAR03822
4739,MAR00503
4740,MAR03213
4741,MAR11785
4742,MAR04613
4743,MAR01510
4744,MAR05039
4745,MAR02016
4746,MAR00349
4747,MAR01170
4748,MAR03692
4749,MAR07648
4750,MAR06426
4751,MAR11714
4752,MAR06976
4753,MAR04746
4754,MAR01570
4755,MAR01544
4756,MAR00497
4757,MAR01135
4758,MAR01218
4759,MAR02358
4760,MAR07860
4761,MAR00515
4762,MAR01114
4763,MAR12153
4764,MAR08554
4765,MAR06384
4766,MAR07779
4767,MAR05323
4768,MAR01203
4769,MAR11256
4770,MAR01192
4771,MAR02644
4772,MAR08250
4773,MAR01518
