,0,0.1,0.2,0.3,0
MAR00002,0.100533105,0.8522416,0.84978616,0.06675864,0.9937837
MAR00004,0.057620615,0.44126207,0.89254344,0.041840892,0.35587442
MAR00005,0.06111909,0.013027716,0.005254246,0.12222808,0.0065476587
MAR00007,0.09462573,0.8948096,0.83864737,0.08452367,0.99591476
MAR00008,0.050235834,0.8656946,0.8088778,0.057414263,0.9896571
MAR00009,0.7768364,0.68635494,0.77659756,0.9337742,0.6875176
MAR00010,0.0611191,0.01302771,0.005254246,0.12222805,0.0065476587
MAR00013,0.77683634,0.6863549,0.7765975,0.9337742,0.6875175
MAR00014,0.77683634,0.6863549,0.7765975,0.9337742,0.6875175
MAR00018,0.05940721,0.40237045,0.17994268,0.9761548,0.3583698
MAR00019,0.7768364,0.68635494,0.77659756,0.9337742,0.6875176
MAR00020,0.011564939,0.003706337,0.0007109599,0.028324544,0.0012341624
MAR00038,0.98022616,0.99822754,0.9999765,0.99998355,0.9960257
MAR00039,0.912895,0.83049786,0.43968576,0.96955925,0.8607095
MAR00040,0.9990037,0.9995652,0.99894565,0.99951017,0.9987809
MAR00041,0.9996308,0.9998017,0.9996518,0.9997824,0.9997042
MAR00045,0.9997695,0.9994211,0.9986834,0.9997923,0.99957806
MAR00053,0.96701425,0.31197596,0.11904529,0.9870661,0.28177992
MAR00054,0.9771005,0.9999057,0.9998988,0.6087455,0.99429566
MAR00056,0.014740701,0.07733451,0.045029763,0.6030467,0.009624717
MAR00058,0.99991024,0.9997414,0.9994155,0.9999001,0.99973875
MAR00059,0.2358378,0.006011717,0.00063774624,6.7365996e-05,0.00028921245
MAR00061,0.9999536,0.9999628,0.9999423,0.9999294,0.9999435
MAR00063,0.91244525,0.5492073,0.0016229849,0.81164145,0.038993917
MAR00064,0.9912935,0.8909471,0.82585514,0.99238527,0.9740097
MAR00066,0.945197,0.9003906,0.3758944,0.9525003,0.75074667
MAR00067,0.99990153,0.9996201,0.9990706,0.9998939,0.99964535
MAR00069,0.99643,0.9933676,0.8081425,0.98083913,0.9815135
MAR00073,0.14678217,0.13539532,0.01500664,0.42502788,0.24281538
MAR00074,0.08073361,0.04296191,0.0056020482,0.012061266,0.0016561458
MAR00075,0.0029910707,0.98025995,0.62238777,0.24606518,0.80388284
MAR00076,0.4212768,0.7373161,0.92992634,0.18212551,0.6165166
MAR00077,0.99289316,0.68720174,0.8156103,0.30416754,0.2525298
MAR00078,0.99998534,0.9997886,0.99999607,0.9989561,0.9999745
MAR00080,0.99996805,0.99992645,0.999856,0.9999658,0.9999114
MAR00081,0.99594146,0.99417335,0.99637634,0.99805593,0.99739575
MAR00082,0.99594146,0.99417335,0.99637634,0.99805593,0.99739575
MAR00083,0.018939767,0.020916982,0.049089726,0.0010473856,0.0032145998
MAR00084,0.013784937,0.005047516,0.04058409,0.00061115273,0.0017056989
MAR00085,0.013784931,0.0050475136,0.04058409,0.000611153,0.0017056997
MAR00086,0.99791676,0.9967411,0.9821859,0.9966106,0.9980148
MAR00089,0.7768364,0.68635494,0.77659756,0.9337742,0.6875176
MAR00090,0.23520951,0.00013649046,0.0035568785,0.012843238,0.005797283
MAR00091,0.23043413,0.09160089,0.015207498,0.032656524,0.0032412186
MAR00092,0.012965699,0.023173835,0.0007188949,0.12672028,0.012155183
MAR00094,0.9999206,0.999845,0.99767154,0.99994147,0.999676
MAR00096,0.99398804,0.96325904,0.8266676,0.99367887,0.82880735
MAR00097,0.99988794,0.99975973,0.99945945,0.99983907,0.99985516
MAR00099,0.7768364,0.68635494,0.77659756,0.9337742,0.6875176
MAR00100,0.7768364,0.68635494,0.77659756,0.9337742,0.6875176
MAR00102,0.8761738,0.7591433,0.9717818,0.662518,0.889269
MAR00105,0.9093417,0.021428743,0.98721236,0.82830226,0.9961838
MAR00106,0.97911054,0.8292645,0.91270167,0.99097204,0.3344042
MAR00107,0.49857298,0.35931313,0.961729,0.6623735,0.8582667
MAR00110,0.68221617,0.5642028,0.941853,0.9764889,0.86334705
MAR00111,0.9919492,0.7488961,0.9734639,0.9913469,0.97158474
MAR00112,0.991795,0.91051054,0.2508309,0.9988856,0.82023555
MAR00120,0.65725845,0.036067627,0.00080222846,0.2257342,0.23895612
MAR00122,0.039869204,0.077391654,0.0016958354,0.27186272,0.03465942
MAR00123,0.9832404,0.9938474,0.96883875,0.99816376,0.7990635
MAR00126,0.9991763,0.99909735,0.9991602,0.99995494,0.999918
MAR00127,0.791122,0.5039592,0.14819103,0.32272682,0.048514772
MAR00128,0.55647516,0.15406573,0.9739924,0.94448906,0.8911548
MAR00131,0.006184813,0.0057856995,0.00024652368,0.01692889,0.0011688175
MAR00132,0.0015454127,0.00035879322,0.00011128658,0.002818494,0.0004014795
MAR00133,0.97847134,0.99572194,0.9645808,0.9854466,0.980634
MAR00134,0.9994103,0.99963593,0.99868757,0.99978083,0.9995208
MAR00136,0.21480179,0.03356933,0.0007984005,0.010298366,0.007708742
MAR00137,0.9999528,0.99993145,0.9999721,0.9999503,0.9998354
MAR00138,0.7768364,0.68635494,0.77659756,0.9337742,0.6875176
MAR00139,0.99053556,0.72942436,0.9537706,0.98729646,0.9407965
MAR00141,0.99395645,0.8340356,0.9901574,0.9941056,0.9938251
MAR00142,0.9297434,0.24341464,0.0252346,0.937565,0.05750983
MAR00143,0.9181292,0.9747365,0.9776677,0.982219,0.41849607
MAR00145,0.9999449,0.9998704,0.99967396,0.9999467,0.9998704
MAR00149,0.9999523,0.9998703,0.9997187,0.9999503,0.9998746
MAR00150,0.9999423,0.9998074,0.999548,0.9999387,0.99982846
MAR00151,0.9999435,0.99980956,0.99957925,0.9999379,0.9998299
MAR00153,0.9994011,0.99975127,0.9967886,0.9994686,0.9995552
