,0,0.1,0.2,0.3,0
MAR00001,0.009186586,0.0020132621,0.024588235,0.0041746963,0.0003968617
MAR00002,0.9725927,0.3475275,0.95697755,0.9088868,0.77994
MAR00004,0.08070428,0.6360312,0.07640697,0.1292867,0.0016434211
MAR00005,0.010216873,0.4682922,0.014562604,0.0064659338,0.013144805
MAR00006,0.009186586,0.0020132621,0.024588242,0.004174698,0.0003968617
MAR00007,0.98715425,0.3539269,0.95153266,0.90404207,0.65417516
MAR00008,0.9869175,0.3383493,0.9249509,0.90086913,0.5181144
MAR00009,0.92401934,0.80315995,0.80096996,0.89509076,0.80154186
MAR00010,0.010216878,0.4682922,0.014562591,0.0064659338,0.013144805
MAR00013,0.18933469,0.043997563,0.12980126,0.020964881,0.13268144
MAR00014,0.18933469,0.043997545,0.12980126,0.020964878,0.13268138
MAR00019,0.007953149,0.00033605614,0.0006343969,0.010520263,0.0068807756
MAR00020,0.0011154796,0.00013161772,0.015258721,0.0011954956,0.00084851607
MAR00036,0.8972025,0.07757082,0.48158768,0.4783402,0.76036114
MAR00037,0.52367353,0.05944043,0.17395231,0.08133519,0.38677028
MAR00040,0.99972016,0.9995596,0.99717534,0.9832546,0.99040866
MAR00041,0.99987817,0.9998425,0.99879336,0.9896226,0.9990977
MAR00045,0.99980587,0.999948,0.99547845,0.99629384,0.99937624
MAR00050,0.4382414,0.9942555,0.69948536,0.61087763,0.95622456
MAR00052,0.99975544,0.9999634,0.99969065,0.9998894,0.9999465
MAR00053,0.596842,0.99566406,0.8071726,0.6770541,0.9722854
MAR00054,0.10028869,0.9566337,0.26589897,0.0012220884,0.7914161
MAR00056,0.00040421478,0.008223157,0.19716674,0.01368866,0.40570652
MAR00057,0.8695799,0.22574285,0.8786599,0.994776,0.8300331
MAR00058,0.99975544,0.9999634,0.99969065,0.9998894,0.9999465
MAR00059,0.8526932,0.042129867,0.956482,0.028831927,0.5641429
MAR00061,0.9999523,0.9999808,0.9995459,0.99981743,0.99989796
MAR00063,0.7938515,0.9893538,0.99566346,0.95550644,0.7701525
MAR00065,0.999793,0.9999651,0.9997218,0.9999112,0.9999559
MAR00066,0.8686728,0.9945163,0.05565856,0.46896318,0.81441694
MAR00067,0.9998229,0.9999273,0.9995266,0.99963915,0.9997296
MAR00073,0.060211662,0.27716362,0.004512643,0.024598256,0.02552007
MAR00074,0.596571,0.005181514,0.0037989228,0.0021547435,0.00070200744
MAR00075,0.6037503,0.42717072,0.913115,0.8386117,0.33763838
MAR00078,0.9994438,0.8344612,0.05376972,0.023639036,0.022706559
MAR00080,0.99986994,0.999974,0.99992156,0.99998474,0.99998784
MAR00081,0.92401934,0.80315995,0.80096996,0.89509076,0.80154186
MAR00082,0.92401934,0.80315995,0.80096996,0.89509076,0.80154186
MAR00086,0.9993018,0.99932706,0.959929,0.9014462,0.99276745
MAR00089,0.92401934,0.80315995,0.80096996,0.89509076,0.80154186
MAR00090,0.0003151895,0.0015955536,0.00014706979,0.00020190043,0.0010847946
MAR00091,0.7969657,0.00788304,0.00770597,0.0036023636,0.00095744355
MAR00092,0.011417532,0.059208654,0.0009885781,0.015072607,0.0020207893
MAR00094,0.9995258,0.9999684,0.99965084,0.99955636,0.99989843
MAR00096,0.9970487,0.9993467,0.96510524,0.9874621,0.993246
MAR00099,0.92401934,0.80315995,0.80096996,0.89509076,0.80154186
MAR00100,0.92401934,0.80315995,0.80096996,0.89509076,0.80154186
MAR00104,0.9978537,0.99964976,0.9951402,0.98158145,0.9990269
MAR00109,0.9969464,0.9994684,0.9944291,0.9766574,0.99835986
MAR00112,0.98106325,0.9784701,0.9845085,0.9713651,0.9652251
MAR00113,0.9945193,0.9975108,0.98094326,0.9515391,0.9974917
MAR00114,0.8964509,0.9759675,0.7776423,0.22915304,0.7555577
MAR00115,0.9977877,0.99938345,0.99646205,0.98732436,0.99926823
MAR00116,0.9989378,0.99971205,0.998459,0.9920033,0.99934655
MAR00117,0.9913272,0.9924468,0.94098085,0.8704,0.99603844
MAR00118,0.8498456,0.95241666,0.6045861,0.20484082,0.79100513
MAR00119,0.9985469,0.9999329,0.9993284,0.9995111,0.99989057
MAR00120,0.019115735,0.028912535,0.00524413,0.41803917,0.0046377014
MAR00122,0.03062918,0.20506683,0.0022802523,0.02083852,0.006030512
MAR00127,0.2465844,0.0083514135,0.41517293,0.5920937,0.23884502
MAR00131,0.00064382976,0.109561436,0.00024054744,0.008789447,0.00045878717
MAR00132,0.00023180663,0.010003101,6.686773e-05,0.0013495666,0.00015311207
MAR00133,0.9932197,0.99394083,0.92838323,0.3933956,0.9213059
MAR00134,0.999624,0.9994261,0.998133,0.96316695,0.9988846
MAR00136,0.002387205,0.10612999,0.011946304,0.0039929664,0.0037759496
MAR00137,0.9998807,0.99997747,0.99987745,0.9999486,0.99997044
MAR00138,0.92401934,0.80315995,0.80096996,0.89509076,0.80154186
MAR00139,0.98760915,0.9746723,0.9945492,0.93528557,0.97271675
MAR00141,0.00032275298,0.0007516422,0.0005316338,4.1263793e-05,5.5706307e-05
MAR00142,0.32421118,0.0046862373,0.0783642,0.02834415,0.17710768
MAR00144,0.9999391,0.99996555,0.99986184,0.99995756,0.9999368
MAR00146,0.99994195,0.9999676,0.9998791,0.99996746,0.99994874
MAR00147,0.9999275,0.9999579,0.99985576,0.9999294,0.9999286
MAR00148,0.999931,0.9999572,0.99985635,0.99993455,0.999928
MAR00157,0.9960389,0.98578495,0.9273411,0.9815885,0.98745537
MAR00169,0.8552723,0.9307404,0.08477323,0.75640684,0.89782846
MAR00175,0.975551,0.8578447,0.4704166,0.83083344,0.99302
MAR00181,0.9999423,0.99996614,0.9998677,0.9999515,0.99994516
MAR00182,0.38615716,0.661659,0.033451177,0.7108347,0.50439817
MAR00186,0.99994195,0.9999666,0.9998611,0.9999522,0.99993277
MAR00194,0.9998323,0.9999645,0.9996984,0.99991703,0.9999565
MAR00198,0.99982446,0.9999647,0.9997056,0.999918,0.99995565
MAR00202,0.9998084,0.9999634,0.999676,0.9999136,0.9999541
MAR00205,0.9877164,0.9948742,0.99764675,0.70323926,0.39426762
MAR00207,0.9998172,0.99996364,0.99969256,0.999908,0.99995387
MAR00211,0.9998093,0.9999633,0.99968207,0.9999119,0.9999547
MAR00215,0.9998287,0.99996483,0.9997037,0.99991596,0.99995923
MAR00218,0.9832266,0.99258465,0.99809533,0.72713745,0.7648691
MAR00219,0.9979911,0.9981394,0.9830253,0.96099657,0.99055606
MAR00221,0.9630515,0.9819664,0.9777805,0.57245463,0.98196286
MAR00222,0.0037925905,0.0026847213,0.003476099,0.00064268644,0.0099552665
MAR00224,0.99984705,0.99996686,0.99976236,0.99992573,0.99995875
MAR00227,0.9974679,0.99920964,0.99616987,0.9792197,0.99916077
MAR00228,0.99979323,0.9999442,0.9997147,0.9995871,0.999858
