,0,0.1,0.2,0.3,0
MAR00004,0.43872693,,,,
MAR00005,0.0085036885,,,,
MAR00009,0.7993661,,,,
MAR00010,0.0085036885,,,,
MAR00018,0.9999832,,,,
MAR00019,0.78538465,,,,
MAR00038,0.99447787,,,,
MAR00039,0.09202555,,,,
MAR00040,0.9980684,,,,
MAR00041,0.9995395,,,,
MAR00045,0.9961921,,,,
MAR00047,0.99979717,,,,
MAR00048,0.9949591,,,,
MAR00052,0.99944025,,,,
MAR00054,0.004072566,,,,
MAR00056,0.06750222,,,,
MAR00057,0.99930847,,,,
MAR00058,0.99942374,,,,
MAR00059,0.0003792739,,,,
MAR00061,0.9995402,,,,
MAR00065,0.99942374,,,,
MAR00067,0.9995098,,,,
MAR00069,0.87152755,,,,
MAR00073,0.0100517515,,,,
MAR00074,0.024111694,,,,
MAR00075,0.5804872,,,,
MAR00077,0.52867377,,,,
MAR00078,0.9998417,,,,
MAR00080,0.99983394,,,,
MAR00081,0.99836844,,,,
MAR00082,0.99836844,,,,
MAR00083,0.25560552,,,,
MAR00084,0.017640844,,,,
MAR00085,0.017640844,,,,
MAR00086,0.9777714,,,,
MAR00089,0.84899545,,,,
MAR00090,0.34886274,,,,
MAR00091,0.034037307,,,,
MAR00092,0.00462497,,,,
MAR00094,0.99953926,,,,
MAR00096,0.97128725,,,,
MAR00099,0.84899545,,,,
MAR00100,0.84899545,,,,
MAR00104,0.99551266,,,,
MAR00109,0.9949091,,,,
MAR00112,0.842551,,,,
MAR00113,0.80766445,,,,
MAR00114,0.050380263,,,,
MAR00115,0.9988825,,,,
MAR00116,0.9998783,,,,
MAR00117,0.98985577,,,,
MAR00118,0.10665063,,,,
MAR00120,0.55703163,,,,
MAR00122,0.003920175,,,,
MAR00125,0.9826796,,,,
MAR00126,0.99989057,,,,
MAR00127,0.4712627,,,,
MAR00131,0.000223702,,,,
MAR00132,5.1796636e-05,,,,
MAR00133,0.9879914,,,,
MAR00134,0.9968707,,,,
MAR00135,0.9722868,,,,
MAR00136,0.0018298294,,,,
MAR00138,0.84899545,,,,
MAR00139,0.9505712,,,,
MAR00141,0.98615694,,,,
