,0,0.1,0.2,0.3,0
MAR00002,0.99177855,,,,
MAR00004,0.1712989,,,,
MAR00005,0.11801763,,,,
MAR00007,0.99519956,,,,
MAR00008,0.9968369,,,,
MAR00009,0.96370715,,,,
MAR00010,0.11801771,,,,
MAR00013,0.08999157,,,,
MAR00014,0.46607387,,,,
MAR00038,0.97620016,,,,
MAR00040,0.9933797,,,,
MAR00041,0.99691534,,,,
MAR00045,0.99755377,,,,
MAR00047,0.9998354,,,,
MAR00048,0.99674976,,,,
MAR00052,0.99888045,,,,
MAR00053,0.74925995,,,,
MAR00054,0.9668751,,,,
MAR00056,0.0105043305,,,,
MAR00058,0.9988426,,,,
MAR00059,0.1267197,,,,
MAR00061,0.99965537,,,,
MAR00063,0.9882663,,,,
MAR00065,0.9988944,,,,
MAR00067,0.9993112,,,,
MAR00069,0.98480797,,,,
MAR00073,0.037362427,,,,
MAR00074,0.005409165,,,,
MAR00075,0.7034884,,,,
MAR00077,0.7381174,,,,
MAR00078,0.99997807,,,,
MAR00080,0.9983627,,,,
MAR00081,0.989801,,,,
MAR00082,0.989801,,,,
MAR00083,0.021478567,,,,
MAR00084,0.011242266,,,,
MAR00085,0.011242266,,,,
MAR00086,0.9705715,,,,
MAR00090,0.0004763499,,,,
MAR00091,0.00608104,,,,
MAR00092,0.007108012,,,,
MAR00094,0.9985134,,,,
MAR00096,0.9531358,,,,
MAR00099,0.96370715,,,,
MAR00100,0.96370715,,,,
MAR00112,0.24360801,,,,
MAR00113,0.4560584,,,,
MAR00114,0.4785076,,,,
MAR00115,0.9852455,,,,
MAR00116,0.99959,,,,
MAR00117,0.8547473,,,,
MAR00118,0.671765,,,,
MAR00120,0.8737472,,,,
MAR00122,0.010435731,,,,
MAR00126,0.99983776,,,,
MAR00127,0.05306191,,,,
MAR00131,0.00035671922,,,,
MAR00132,0.00015072498,,,,
MAR00133,0.762649,,,,
MAR00134,0.9955782,,,,
MAR00135,0.94341,,,,
MAR00136,0.123475656,,,,
MAR00138,0.96370715,,,,
MAR00139,0.9954516,,,,
MAR00141,0.99923396,,,,
MAR00142,0.7610761,,,,
MAR00144,0.99951935,,,,
MAR00146,0.9995484,,,,
MAR00147,0.9994037,,,,
MAR00148,0.9993956,,,,
MAR00157,0.058526017,,,,
MAR00175,0.6946392,,,,
MAR00181,0.9995128,,,,
MAR00182,0.0031987715,,,,
MAR00186,0.9995043,,,,
MAR00189,0.99932563,,,,
MAR00193,0.99926573,,,,
MAR00194,0.9985897,,,,
MAR00197,0.9993186,,,,
MAR00198,0.998616,,,,
MAR00201,0.99928844,,,,
MAR00202,0.99860555,,,,
MAR00205,0.9998715,,,,
MAR00206,0.9992574,,,,
MAR00207,0.99854505,,,,
MAR00210,0.9992786,,,,
MAR00211,0.9985942,,,,
MAR00214,0.9992847,,,,
MAR00215,0.9986002,,,,
MAR00218,0.99988794,,,,
MAR00219,0.96370715,,,,
MAR00220,0.96370715,,,,
MAR00221,0.0013671722,,,,
MAR00223,0.9993992,,,,
MAR00224,0.9986739,,,,
MAR00228,0.99933606,,,,
MAR00229,0.012125372,,,,
MAR00230,0.99926335,,,,
MAR00231,0.9985587,,,,
MAR00234,0.9992525,,,,
MAR00235,0.9985703,,,,
MAR00238,0.9993771,,,,
MAR00239,0.9985702,,,,
MAR00242,0.9993043,,,,
MAR00243,0.99857235,,,,
MAR00246,0.99930584,,,,
MAR00247,0.9985857,,,,
MAR00250,0.9993505,,,,
MAR00251,0.9956774,,,,
MAR00253,0.99861217,,,,
MAR00256,0.9992729,,,,
MAR00257,0.99854714,,,,
MAR00260,0.99933785,,,,
MAR00261,0.99858105,,,,
MAR00264,0.9993262,,,,
MAR00265,0.9986858,,,,
MAR00268,0.9992606,,,,
MAR00269,0.9985781,,,,
MAR00272,0.9992889,,,,
MAR00273,0.9985536,,,,
MAR00276,0.9993375,,,,
MAR00277,0.99855894,,,,
MAR00280,0.9992889,,,,
MAR00281,0.99854964,,,,
MAR00284,0.9993216,,,,
MAR00286,0.96370715,,,,
MAR00287,0.99862516,,,,
MAR00290,0.9992737,,,,
MAR00291,0.99855965,,,,
MAR00294,0.9993087,,,,
MAR00295,0.99859923,,,,
MAR00298,0.9993106,,,,
MAR00299,0.9985494,,,,
MAR00302,0.99934334,,,,
MAR00303,0.998588,,,,
MAR00306,0.9993049,,,,
MAR00307,0.9985556,,,,
MAR00310,0.9993161,,,,
MAR00311,0.99857914,,,,
MAR00314,0.9993093,,,,
MAR00315,0.96370715,,,,
MAR00316,0.07294778,,,,
MAR00317,0.9985461,,,,
MAR00320,0.9993032,,,,
MAR00321,0.9985663,,,,
MAR00324,0.9993274,,,,
MAR00325,0.99858046,,,,
MAR00328,0.9992773,,,,
MAR00329,0.9985807,,,,
MAR00332,0.99931204,,,,
MAR00334,0.99911207,,,,
MAR00335,0.9985844,,,,
MAR00338,0.9993513,,,,
MAR00339,0.9986745,,,,
MAR00342,0.9993375,,,,
MAR00343,0.9986014,,,,
MAR00346,0.99932575,,,,
MAR00347,0.9985877,,,,
MAR00350,0.9993318,,,,
MAR00351,0.9985598,,,,
MAR00354,0.9993349,,,,
MAR00355,0.9985557,,,,
MAR00358,0.9993382,,,,
MAR00359,0.9985886,,,,
MAR00362,0.9994305,,,,
MAR00363,0.9987915,,,,
MAR00366,0.9993079,,,,
MAR00367,0.9985567,,,,
MAR00370,0.99934393,,,,
MAR00371,0.99858725,,,,
MAR00374,0.9993075,,,,
MAR00375,0.9985879,,,,
MAR00378,0.9992865,,,,
MAR00379,0.9986308,,,,
MAR00382,0.99928904,,,,
MAR00383,0.9985594,,,,
MAR00386,0.99927956,,,,
MAR00387,0.9985359,,,,
MAR00390,0.99928313,,,,
MAR00391,0.9985459,,,,
MAR00394,0.9992968,,,,
MAR00395,0.9986412,,,,
MAR00398,0.999411,,,,
MAR00399,0.9987153,,,,
MAR00402,0.99934906,,,,
MAR00403,0.9985927,,,,
MAR00406,0.99935836,,,,
MAR00407,0.9986085,,,,
MAR00410,0.999818,,,,
MAR00411,0.9996407,,,,
MAR00414,0.9993432,,,,
MAR00415,0.9985998,,,,
MAR00418,0.99939966,,,,
MAR00419,0.998618,,,,
MAR00422,0.99929905,,,,
MAR00423,0.9985985,,,,
MAR00426,0.9992866,,,,
MAR00427,0.99853826,,,,
MAR00430,0.9992951,,,,
MAR00431,0.998577,,,,
MAR00434,0.99931574,,,,
MAR00435,0.9985868,,,,
MAR00438,0.9992305,,,,
MAR00439,0.99853563,,,,
MAR00440,0.96370715,,,,
MAR00444,0.9916168,,,,
MAR00449,0.97682387,,,,
MAR00454,0.9955843,,,,
MAR00464,0.9995685,,,,
MAR00469,0.99946994,,,,
MAR00478,0.9998512,,,,
MAR00479,0.9998933,,,,
MAR00481,0.99909675,,,,
MAR00565,0.8468336,,,,
MAR00566,0.19215897,,,,
MAR00567,0.23734407,,,,
MAR00568,0.26593593,,,,
MAR00569,0.52015835,,,,
MAR00571,0.20069839,,,,
MAR00572,0.8468336,,,,
MAR00573,0.24186808,,,,
MAR00574,0.8468336,,,,
MAR00575,0.20596966,,,,
MAR00576,0.15837209,,,,
MAR00577,0.170811,,,,
MAR00582,0.00014243281,,,,
MAR00583,0.1847535,,,,
MAR00584,0.009653714,,,,
MAR00585,0.8468336,,,,
MAR00586,0.00011325166,,,,
MAR00587,0.17024091,,,,
MAR00595,0.8468336,,,,
MAR00603,0.8468336,,,,
MAR00606,0.918416,,,,
MAR00608,0.918416,,,,
MAR00609,0.8468336,,,,
MAR00611,0.3069062,,,,
MAR00612,0.96370715,,,,
MAR00613,0.004959263,,,,
MAR00617,0.17701617,,,,
MAR00618,0.2766205,,,,
MAR00619,0.84595,,,,
MAR00620,0.18888426,,,,
MAR00621,0.21031287,,,,
MAR00623,0.01382076,,,,
MAR00624,0.14178246,,,,
MAR00626,0.17375742,,,,
MAR00628,0.8468336,,,,
MAR00631,0.8468336,,,,
MAR00634,0.9996031,,,,
MAR00637,0.1750935,,,,
MAR00639,0.17491673,,,,
MAR00640,0.6862673,,,,
MAR00641,0.8928643,,,,
MAR00647,0.8953636,,,,
MAR00649,0.9957766,,,,
MAR00650,0.21245725,,,,
MAR00653,0.96449894,,,,
MAR00654,0.7998398,,,,
MAR00655,0.20666789,,,,
MAR00656,0.4893614,,,,
MAR00657,0.9672789,,,,
MAR00658,0.8022033,,,,
MAR00659,0.8468336,,,,
MAR00661,0.7419432,,,,
MAR00662,0.16109422,,,,
MAR00666,0.8468336,,,,
MAR00673,0.99574184,,,,
MAR00674,0.99568117,,,,
MAR00675,0.99576265,,,,
MAR00676,0.9958741,,,,
MAR00677,0.9957944,,,,
MAR00678,0.99587446,,,,
MAR00695,0.14367898,,,,
MAR00696,0.89607835,,,,
MAR00697,0.16061498,,,,
MAR00698,0.19427286,,,,
MAR00699,0.16491604,,,,
MAR00700,0.18372369,,,,
MAR00701,0.166643,,,,
MAR00702,0.18374814,,,,
MAR00704,0.16963406,,,,
MAR00709,0.9992046,,,,
MAR00712,0.024583027,,,,
MAR00713,0.0014126302,,,,
MAR00714,0.9405811,,,,
MAR00720,0.8468336,,,,
MAR00721,0.8468336,,,,
MAR00722,0.8468336,,,,
MAR00731,0.0004901976,,,,
MAR00732,0.9982502,,,,
MAR00734,0.99174833,,,,
MAR00735,0.96370715,,,,
MAR00737,0.98519856,,,,
MAR00739,0.9811902,,,,
MAR00740,0.9811902,,,,
MAR00745,0.99936134,,,,
MAR00748,0.00054297573,,,,
MAR00749,0.99935156,,,,
MAR00754,0.99956995,,,,
MAR00759,0.999944,,,,
MAR00763,0.0042064823,,,,
MAR00769,0.0012319854,,,,
MAR00771,0.83986914,,,,
MAR00779,0.0010198301,,,,
MAR00781,0.99502313,,,,
MAR00782,0.117849655,,,,
MAR00786,0.995112,,,,
MAR00787,0.94444484,,,,
MAR00790,0.9987004,,,,
MAR00792,0.51487184,,,,
MAR00793,0.9464099,,,,
MAR00797,0.9967777,,,,
MAR00798,0.025953371,,,,
MAR00802,0.9940965,,,,
MAR00804,0.99647313,,,,
MAR00809,0.9636964,,,,
MAR00812,0.57109904,,,,
MAR00814,0.5727951,,,,
MAR00815,0.8986613,,,,
MAR00820,0.94915885,,,,
MAR00821,0.27251709,,,,
MAR00822,0.9524302,,,,
MAR00826,0.9310528,,,,
MAR00827,0.70225626,,,,
MAR00828,0.046745013,,,,
MAR00829,0.95166683,,,,
MAR00831,0.07787273,,,,
MAR00832,0.995112,,,,
